chapter_no	chapter_title	question_no	question	choice_1	choice_2	choice_3	choice_4	answer	evidence	explanation
34	Super Tiger Girl	8	Why does Ricky think his mom left?	He no longer needed her help with school.	She wanted to travel.	He broke her favorite hat.	She was angry at his dad.	1	Ricky continues, “But I think, like, maybe if I did more to make her want to stay, she would have. [RED: She was a stay-at-home mom, and she always helped me with homework and stuff. Except these past couple of years, I started getting better at school, so I didn’t really need help, and we didn’t hang out as much, and maybe she thought I was fine without her.]” “Oh.	리키가 왜 일부러 공부를 놓았는지가 여기서 풀립니다.
34	Super Tiger Girl	9	리키가 알려 준, 증조할아버지가 호랑이를 사냥하던 곳은?	중국	인도	아프리카	시베리아	4	Because, no offense, but it’s pretty unlikely that a tiger would just…wander into your basement. [RED: Like, my great-grandfather used to go on these big hunting expeditions in the wilderness of Siberia, because that’s where tigers like to be.]” I nod, thinking.	호랑이가 있는 곳으로 가야 한다는 조언이 됩니다.
35	Just Jars	1	"""나를 닮았다""는 말에 할머니가 덧붙인 것은?"	더 씩씩해져라	엄마를 닮아라	자랑스럽다	내 삶은 따라 할 만한 것이 아니다	4	“But I want to be like you.” [RED: She balls the toilet paper up in her rice-paper hands. “Halmoni make mistakes sometime. My life not good to follow. Your life better.”] “But—”	자기 삶은 슬픈 이야기라며 물려주고 싶어 하지 않습니다.
35	Just Jars	2	Why did Halmoni hide the sad stories?	They were not true.	She had forgotten them.	She did not want to pass on bad feelings.	The tigers forbade it.	3	Long, long ago, Japan and United States people do wrong things to our country. [RED: But I don’t want to give you sad, angry stories. I don’t want to pass you those bad feelings.”] Listening to her talk, I realize there is so much of the world that I don’t know.	슬픔과 분노를 손녀에게 물려주고 싶지 않았습니다.
35	Just Jars	3	할머니에게 릴리가 반박한 말은?	이제 그만 쉬어라	엄마에게 말하겠다	이야기는 다 거짓말이다	숨긴다고 지난 일이 없어지지 않는다	4	I’ve never thought she was wrong before. [RED: “But, Halmoni, maybe keeping those stories secret is the bad thing. Because all those things still happened, even if you don’t talk about it. And hiding it doesn’t erase the past—it only bottles it up.”] She rubs my shoulder.	숨기면 없어지는 것이 아니라 병 속에 갇힐 뿐이라고 말합니다.
35	Just Jars	4	별 항아리를 어디서 얻었다고 할머니가 말했나요?	바닷가 벼룩시장에서 샀다	어머니가 주었다	기억나지 않는다	한국에서 가져왔다	1	“Yes, yes. [RED: Flea market. One by the coast.]” “No,” I say, holding the star jar closer to her face, like I can force her to remember.	flea market을 fly market이라고 잘못 말한 것을 릴리가 알아듣습니다.
35	Just Jars	5	What does Halmoni say the jars are?	Just jars	Gifts from the tigers	Full of medicine	Very old treasures	1	That’s why you were so nervous about moving the boxes…because the jars are magic.” [RED: “Everything a little bit magic,” Halmoni says, slowly. “But those just jars.”] I shake my head.	이 한마디에 릴리의 계획이 통째로 흔들립니다.
35	Just Jars	6	살려 드리겠다는 릴리에게 할머니가 한 말은?	조금만 더 기다려 보자	구해 줄 필요 없다, 이제 내 때다	호랑이를 데려와라	엄마에게 말해라	2	“Aii-yah.” [RED: She takes my hand in hers, rubbing my life line, like she always does. “Lily Bean, I don’t need saving. I not scare anymore.”] “But this will work.	더는 두렵지 않다며 릴리를 다독입니다.
36	Breaking the Jars	1	창문으로 들어온 샘의 가방에서 흘러나온 것은?	돈	옷가지	쌀이 든 비닐봉지	책	3	I realize that the thumping was her, climbing up the rope. [RED: She slings her backpack off her shoulders, dumping it onto the floor. It’s not zipped properly, and a plastic bag slides out. It seems like it’s filled with rice, but in the moonlight, I can’t exactly tell.] Sam catches her breath.	릴리는 이때는 그것이 무엇인지 알지 못합니다.
36	Breaking the Jars	2	What does Sam call the star jars?	Vases	Pots	Lamps	Bottles	1	“I wasn’t talking to you,” I say. [RED: She squints and then tilts her head, staring at the jars in my arms. “Where’d you get those vases?” “They aren’t vases. They’re…”] She raises an eyebrow and gives me a look like I am the strangest little kid ever.	릴리에게는 별 항아리지만 샘에게는 그냥 꽃병입니다.
36	Breaking the Jars	3	화가 치민 릴리가 한 일은?	소리를 질렀다	별 항아리를 벽에 던져 깨뜨렸다	집을 뛰쳐나갔다	샘을 밀쳤다	2	But. [RED: I take the green jar and throw it, and it explodes against the wall. She shrieks. “What are you doing?”] And you know what?	세 개를 차례로 다 깨뜨립니다.
36	Breaking the Jars	4	마지막 항아리를 던지기 직전 릴리가 떠올린 생각은?	할머니가 나을 것이다	호랑이가 곧 올 것이다	항아리는 그냥 항아리일지도 모른다	샘이 도와줄 것이다	3	What if impossible things—talking tigers, trapping stars, saving your halmoni—really are impossible? [RED: Maybe all of this was just a mugwort dream or a mental stress reaction after all. Maybe jars are just jars. Maybe I wanted it to be okay so badly that I made everything up.] I throw the last star jar.	지금껏 믿어 온 것이 통째로 흔들리는 순간입니다.
37	Supernova	1	릴리가 5학년 천문 단원에서 가장 좋아했던 것은?	혜성	블랙홀	초신성	은하	3	[RED: Back in fifth grade, during our astronomy unit, we learned about stars and galaxies and black holes. But my favorite thing was the supernova—a star exploding, bigger than we could ever imagine.] An infinite, powerful force, like the sun swallowing itself whole.	자기가 지금 그 초신성을 만들고 있다고 말합니다.
37	Supernova	2	Who grabs Lily and holds her?	Ricky	Sam	Halmoni	Mom	4	All that fear, all that anger, all that lost hope— [RED: Someone grabs my arm, and I look up to see Mom. Her eyes are scared, but then she wraps me up, holds me to her and keeps me from falling to pieces.] Sam presses herself against the wall, face pale.	밀어내려던 릴리가 결국 엄마 품에 안깁니다.
37	Supernova	3	37장 마지막에 벌어진 일은?	할머니가 문간에 나타나 쓰러졌다	샘이 집을 나갔다	엄마가 병원에 전화했다	호랑이가 나타났다	1	“It’s okay,” she says. [RED: Footsteps thud up the stairs, and Halmoni appears in the doorway. She looks pale, as withered as dried mugwort, and she shakes, unsteady on her feet. “Girls,” she breathes. And she collapses.]	마른 쑥처럼 시든 모습으로 나타나 무너집니다.
38	Watch Your Sister	1	엄마가 떠나며 샘에게 남긴 말은?	문을 잠가라	할머니 방을 치워라	따라오너라	여기서 동생을 지켜라	4	Sam and I follow Mom into the living room, but she stops us. [RED: “Wait here,” she says to Sam. “Watch your sister.”] Then she runs outside, after Halmoni—and they are gone, carried away by flashing lights and sirens.	두 자매만 빈집에 남겨집니다.
38	Watch Your Sister	2	샘이 자기 탓이라고 여긴 이유는?	운전을 못 해서	빨리 끝났으면 좋겠다고 말하고 취소하지 않아서	약을 안 챙겨서	문을 열어 두어서	2	She’s not the one who broke the jars. [RED: “I said I hoped she would die soon. I didn’t knock on wood.” Her chest shudders. “But I didn’t mean it. I tried to undo it. I’ve been scattering rice at night because Halmoni said it could protect us, but it didn’t work.”] My heart squeezes.	밤마다 계단에 쌀을 뿌린 사람이 샘이었습니다.
38	Watch Your Sister	3	Who has been helping Sam scatter the rice at night?	Joe	Jensen	Mom	Ricky	2	She’s probably sleeping.” [RED: “She was helping me scatter the rice,” Sam says. “She’s been helping me.”] “Oh.”	릴리는 전혀 모르고 있던 사실입니다.
38	Watch Your Sister	4	병원에 가기로 한 뒤 샘이 내린 결심은?	걸어간다	아침까지 기다린다	이웃에게 부탁한다	자기가 운전하겠다	4	All this was happening and I had no idea. [RED: Sam stares out the window, at the rain. “Lily, I think I have to drive us?”] “You don’t have to if you’re scared,” I say.	아빠 사고 뒤로 손대지 않던 운전대를 잡습니다.
39	Dad's List	1	샘이 차를 세운 곳은?	도서관 앞	마트 주차장	리키네 집 앞	병원 앞	1	She pulls the car over to the side of the road and parks. [RED: We don’t make it far. We’re just out of Halmoni’s driveway, right in front of the library.] “What happened?”	집을 벗어나자마자 손이 떨려 차를 세웁니다.
39	Dad's List	2	What did Sam recite every night after Dad died?	A prayer	A list of little things about him	A poem	His phone number	2	She takes a shaky breath. [RED: “When Dad died, I made a list that I recited every night. The little things about him, you know?] “Like, he cracked his knuckles constantly.	손가락 마디를 꺾던 버릇 같은 것들이었습니다.
39	Dad's List	3	샘이 그 목록을 릴리에게 말해 주지 않은 이유는?	말하면 자기 것이 아니게 될까 봐	릴리가 어려서	아빠가 그러라고 해서	잊어버려서	1	Soft first, a drizzle, then a storm. [RED: “I didn’t want to share. Like, if I told you all those Dad-stories, they’d disappear. They wouldn’t be mine anymore.”] “Stories don’t belong to anybody,” I say.	릴리는 이야기는 누구의 것도 아니라고 답합니다.
39	Dad's List	4	샘이 릴리에게 사과한 것은?	밧줄을 가져간 것	운전을 못 해서	QAG라고 몰아붙인 것	엄마 편만 든 것	3	I thought I could be a hero, that I didn’t have to be a QAG anymore.” [RED: Sam wipes the black smudges from her face. “The QAG thing…that was stupid. I shouldn’t have put that stereotype on you. And I shouldn’t have said the tiger wasn’t real. Maybe I was wrong.] Maybe, somehow, it is real.	호랑이가 없다고 한 것도 잘못이었다고 인정합니다.
40	Breaking In	1	릴리가 호랑이를 찾아간 곳은?	식당	지하실	도서관	숲	3	[RED: Ricky said to go to a place that tigers like. Halmoni said she went where tigers kept their stories. And when I was making the mud pudding, the tiger said that the library was her favorite place. The library, a home for stories.] “Wait here,” I tell Sam.	이야기가 모여 있는 곳이라 호랑이가 좋아한다고 본 것입니다.
40	Breaking In	2	How does Lily get into the locked library?	She uses Mom’s windowpane trick.	The back door is open.	She breaks the glass.	Joe lets her in.	1	And I feel hopeless until I remember: Mom, outside Halmoni’s house. [RED: It’s a long shot, I know, but I tap the side of the pane, run my hands over the windowsill, and thump a fist right below the glass.] I hold my breath and think, Please.	2장에서 엄마가 쓰던 방법을 그대로 따라 합니다.
40	Breaking In	3	샘이 자처한 역할은?	경찰에 신고하기	집에서 기다리기	망보기	도주 차량 운전자	4	Just trust me.” [RED: She runs her hand through her hair. “Oh my god. Okay. Okay, fine. I will be your getaway driver, even though you realize I can’t drive in the rain.”] “Thank you,” I say, and then I pull myself up and through the window, tumbling into the library.	비 오는 날 운전을 못 한다면서도 맡겠다고 합니다.
40	Breaking In	4	릴리가 호랑이에 대해 새로 짐작한 것은?	별을 뺏으러 왔다	샘을 찾고 있었다	할머니를 해치러 왔다	집으로 이끌어 주려던 것이었다	4	I didn’t really think about it before, but…it seemed like the rain wasn’t falling around you. [RED: And I thought you were there to hurt Halmoni, but now I think…maybe you were standing there to guide us home.]” When she doesn’t respond, I swallow hard and add, “And I really hope I’m right.	빗속에서 호랑이 둘레만 비가 오지 않던 것을 떠올립니다.
40	Breaking In	5	What does Lily give Sam before they drive off?	The camo top hat	Halmoni’s pendant	A star jar	The car keys	2	And maybe she was afraid she couldn’t be, so she pushed it all away. [RED: I reach up to unclasp my pendant, then lean over to fasten it around her neck. Extra protection. Extra love. Just in case.] “We’ll be okay,” I tell her.	호랑이를 보지 못하는 언니에게 부적을 넘겨줍니다.
41	More Than One Truth	1	Who does Halmoni ask to speak to first at the hospital?	Mom	The nurse	Lily	Sam	4	And I’m not ready. [RED: I take a step backward, but Halmoni opens her eyes and sees us. “Sam,” she says. Her voice is small. “I talk to Sam first.” Sam’s voice is a squeak. “Me? Really?”] Halmoni nods weakly, and Sam rushes to her side.	늘 뒤로 밀려나 있다고 여기던 샘을 먼저 부릅니다.
41	More Than One Truth	2	릴리가 호랑이에게 털어놓은 두 마음은?	희망과 욕심	더 살기를 바라면서도 더 아프지 않기를 바라는 마음	용서와 미움	기쁨과 놀라움	2	I get that filled-up, bursting feeling again. And then I say, [RED: “I want Halmoni to live longer, but I also don’t want her to hurt longer.] “And I want—” My voice cracks, and I don’t think I can keep going, but I do.	반대되는 두 마음이 한꺼번에 든다고 말합니다.
41	More Than One Truth	3	"호랑이가 말한 ""치유""의 뜻은?"	병을 고치는 것이 아니라 이해하는 것	시간을 되돌리는 것	병을 고치는 것	고통을 잊는 것	1	I can’t face it.” [RED: “Lily, I told you I would heal my Ae-Cha, but healing is not always about curing illness. Often, it is about understanding. And when you face your whole story, you can understand your whole heart.”] My whole heart hurts.	자기 이야기 전체를 마주해야 마음도 온전히 안다고 합니다.
41	More Than One Truth	4	What does the tiger say about the last story?	It is not gone; Lily released it.	Only Halmoni can tell it.	It was never real.	It is lost forever.	1	The final story is gone, and now Halmoni won’t even have that.” [RED: “It’s not gone,” she says. “You released it. And I cannot tell it to you, but you know more than you realize. These are the stories of our family, after all.”] I pause, turning her words over.	항아리를 깨뜨린 것이 곧 이야기를 풀어놓은 것이었습니다.
41	More Than One Truth	5	릴리가 호랑이의 정체에 대해 짐작한 것은?	할머니의 어머니	엄마	이야기 속 언니	할머니 자신	1	These are the stories of our family, after all.” [RED: I pause, turning her words over. My Ae-Cha. Our family. My family, and hers. “Are you…Halmoni’s mom? Am I…?” I don’t say a tiger-girl, because I don’t have to. I already know.] She doesn’t answer my questions.	"""우리 가족의 이야기""라는 말에서 알아챕니다."
42	Tell Me a Story	1	할머니가 병실에서 보고 있다고 말한 사람은?	어린 시절의 엄마	호랑이	아빠	자기 어머니	4	But I grab her hand, and those feelings don’t disappear, and I realize there’s love there, too, and that’s stronger than anything else. [RED: “I am seeing the truth,” Halmoni says. “I see my mother. My umma. She finally find me.”] “Halmoni,” I whisper, “I think I saw her, too.”	평생 찾아 헤매던 어머니가 드디어 자기를 찾았다고 말합니다.
42	Tell Me a Story	2	What does Halmoni say she spent her whole life doing?	Looking for tigers	Telling stories	Working too hard	Hiding her heart	4	My chest hurts, but I squeeze her hand, tracing her life line with my thumb. [RED: “All my life, I spend so much time, so much energy, hiding my heart. I am scare of tigers. But more, I am scare of the tiger in me,” she says.] “I thought I have to hide my words, because my English not so good.	호랑이보다 자기 안의 호랑이가 더 무서웠다고 말합니다.
42	Tell Me a Story	3	할머니가 말한 가장 강한 일은?	잊는 것	끝까지 싸우는 것	도망치기를 그만두는 것	아프지 않은 척하는 것	3	“I’m not.” [RED: She closes her eyes. “Sometime, the strongest thing is to stop running. To say, I am not afraid of tigers. I am not afraid to die.”] But I’m so afraid.	호랑이도 죽음도 두렵지 않다고 말합니다.
42	Tell Me a Story	4	할머니가 마지막으로 청한 것은?	물 한 잔	이야기를 들려 달라	노래를 불러 달라	손을 잡아 달라	2	Mom walks over and rubs my back. [RED: With her eyes still closed and her lips lifted into the smallest smile, Halmoni says, whisper-fierce, “Tell me a story.”] Sam looks at me and reaches up with one hand.	늘 들려주던 쪽이 이번에는 청하는 쪽이 됩니다.
43	Light Is Not Limited	1	릴리가 지어낸 이야기에서 할머니가 사러 간 것은?	꽃	떡	쌀과 Happy Nut 크래커	약	3	Once, they’d shared everything, but over time, they’d grown apart—grown alone. [RED: One day, the halmoni went to the village to buy rice and Happy Nut crackers for her girls, but she got trapped in traffic.] She got home late, much later than usual.	샘이 좋아하는 크래커가 옛이야기 속으로 들어옵니다.
43	Light Is Not Limited	2	In Lily’s story, what did the sisters do to try to change Halmoni back?	They locked the door.	They ran away.	They scattered rice and spilled the stars.	They called the sky god.	3	They didn’t know what to do. [RED: So they tried to change her back. Unya scattered the rice, and Eggi spilled the stars. They tried everything, but nothing worked.] Finally, when there was nothing left but the end of the story.	두 자매가 실제로 한 일이 그대로 이야기가 됩니다.
43	Light Is Not Limited	3	릴리의 이야기에서 옛 하늘님이 저지른 진짜 실수는?	약속을 어긴 것	별을 내준 것	호랑이를 만든 것	호랑이 소녀에게 하나만 고르게 한 것	4	See, centuries before, a different sky god had created a tiger-girl who walked both worlds. [RED: Even the gods make mistakes, but as it turned out, the mistake hadn’t been the tiger-girl at all. The mistake was making her choose.] The mistake was creating a world where she had to hide—where she was afraid to be everything at once, fierce and kind, soft and strong.	둘 다일 수 없게 만든 것이 잘못이었다는 것입니다.
43	Light Is Not Limited	4	하늘 호랑이가 자매에게 남긴 말은?	이야기를 잊어라	서로를 지켜라	빛은 한정되어 있지 않다	다시는 내려오지 마라	3	Women who could be everything and anything. [RED: Now you can tell your own star stories, the sky tiger told them, her voice skritching like coarse fabric against their ears. Light is not limited.] So the sisters began to speak.	이 장의 제목이기도 한 말입니다.
44	Two Small Spots of Light	1	What does Mom say the stories did for Halmoni?	They confused her.	They made her sleep.	They reminded her that the world is big.	They cured her pain.	3	“The stories were supposed to save her,” I say in a small voice. [RED: Mom makes a noise, and when I look at her, there are tears in her eyes. “They did save her, Lily. They reminded her that the world is big. That she could be anything. That she was everything to us.”] Halmoni looks so pale, lying on the bed.	이야기가 할머니를 구하지 못했다는 릴리에게 하는 말입니다.
44	Two Small Spots of Light	2	릴리가 할머니 귀에 대고 한 말은?	가셔도 괜찮아요, 우리는 괜찮을 거예요	조금만 더 버티세요	사랑해요	가지 마세요	1	Together we hold our little piece of magic—our piece of Halmoni. [RED: “It’s okay,” I whisper, leaning so close to Halmoni that my lips brush her ear. I close my eyes and breathe. Sometimes, the bravest thing is to stop running. “It’s okay if you go. We will be all right.”] I don’t know, for sure, if she hears me.	도망치기를 그만두는 것이 가장 용감한 일이라는 말을 실천합니다.
44	Two Small Spots of Light	3	창밖에서 릴리가 본 두 점의 빛에 대한 설명으로 맞는 것은?	가로등이었다	별이었다	분명한 호랑이의 눈이었다	기계의 반사일 수도, 호랑이의 눈일 수도 있다	4	The room seems to sigh in relief. [RED: I look up, and the world outside is dark, but through the window, two small spots of light blink back at me. It’s hard to see. It’s hard to know for sure. It could be the reflection of the machines inside, or it could be tiger eyes, staring back at me.] I watch them, my heart clenching tight like a little fist.	끝까지 어느 쪽인지 정해 주지 않는 것이 이 소설의 방식입니다.
45	Even If Things Aren't Perfect	1	집으로 돌아온 뒤 지하실은 어떤 상태였나요?	텅 비어 있었다	잠겨 있었다	그대로였다	물이 차 있었다	4	[RED: The basement is flooded. The first night, after we return to Halmoni’s house, Mom throws the basement door open and shakes her head. Water laps at the steps.] The boxes that Ricky and I worked so hard to stack slowly disintegrate into mush.	할머니가 물이 찼다고 하던 말이 뒤늦게 사실이 됩니다.
45	Even If Things Aren't Perfect	2	What does Ricky text on the seventh night?	pudding	rice cakes	brownies	muffins	2	The hours go blurry. [RED: Ricky texts me a continuous stream of his favorite foods, trying to cheer me up. And on the seventh night, after one official week, he texts: rice cakes.] When I read the words, the threat of tears burns behind my eyes.	좋아하는 음식 이름을 날마다 보내 주다가 나온 한마디입니다.
45	Even If Things Aren't Perfect	3	릴리가 베이크 세일을 두고 떠올린 생각은?	떡은 사서 내자	가지 말자	고사처럼 치르자	돈을 많이 모으자	3	Sam says, “We don’t have to do the bake sale.” [RED: “We don’t have to,” I say, looking between her and Mom. “But…maybe we should. All that food. All those people. It’ll be like…” Understanding settles on Sam’s face, and her eyes ache with grief. “Like a kosa.”] “At the library,” Mom says.	음식과 사람이 모이는 자리라는 점에서 같다고 본 것입니다.
45	Even If Things Aren't Perfect	4	도서관을 알록달록하게 칠하고 포스터를 붙였던 사람은?	할머니	마을 사람들	사서 조	젠슨	1	For a moment, she looks too pained to speak, but she does. [RED: “The library was one of Halmoni’s projects, so many years ago. She painted it bright colors and added cheesy posters. She always wanted it to be a special place.”] I stare at her, wondering how, all this time, I never knew.	릴리가 무서워하던 과자집 도서관을 꾸민 사람이었습니다.
46	Invisible Things	1	How did Joe know about the break-in?	A camera	Muddy kid-sized footprints	Jensen told him	A broken window	2	“How’d you know about that?” [RED: “Intuition,” he replies. “And the kid-sized muddy footprints everywhere.”] “Oh.”	아이 발 크기의 진흙 발자국이 온 도서관에 찍혀 있었습니다.
46	Invisible Things	2	조가 이 행사의 진짜 목적이라고 말한 것은?	마을 사람들이 모이는 것	책을 사는 것	할머니를 기리는 것	도서관 수리비	1	“I know we were supposed to raise money,” I say. [RED: Joe shakes his head. “This wasn’t for money. This was for community. Though maybe later we can discuss the break-in.”] My cheeks get hot.	돈은 처음부터 목적이 아니었다고 말합니다.
46	Invisible Things	3	릴리가 뒤늦게 알아챈 샘과 젠슨의 사이는?	그냥 아는 사이	사귀는 사이	같은 반 친구	사촌	2	There’s a love between them that confuses me for a moment. [RED: And suddenly it all makes sense. Sam’s weirdness when she first saw Jensen. The nervousness when Sam asked me about her later. The way Jensen helped Sam scatter rice, the way Sam tried to call her for help. They’re a couple.] I’m stunned, even though now it seems obvious.	지금까지의 어색함이 한꺼번에 설명됩니다.
46	Invisible Things	4	리키가 구워 온 머핀에 있던 문제는?	타 버렸다	설탕 대신 소금을 넣었다	덜 익었다	흙이 들어 있었다	2	Right now, I feel infinite. [RED: I take a bite of a muffin—and then cough, spitting it into my palm. Salt. Ricky must have mixed the sugar up with the salt.] The unexpected flavor shocks a laugh out of me.	"""이번엔 흙은 안 넣었다""고 장담한 뒤의 일이라 더 우습습니다."
46	Invisible Things	5	What does Sam say about sadness?	It fades, but the missing may not.	It gets worse each year.	It disappears quickly.	It never changes.	1	“Does the sadness go away?” [RED: Sam stares ahead. “The sadness fades, yeah. Eventually. But the missing…I don’t know if that ever does.”] I press my thumb against my palm, and when I close my eyes, I can almost imagine it’s Halmoni, tracing my life line, telling me everything is going to be okay.	슬픔은 옅어져도 그리움은 남는다고 말합니다.
